ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Avg. Occupany %,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
16826877,Casita Buena,0.0,0.0,0.0,0.0,23.0,0.0,0.0,19.0,21.0,11.0,0.0,,64,False,29.45473,-98.52239,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Carbon monoxide alarm', 'Smoke alarm']",1.0,1.0
16869087,Cute Medical Center Condo 15 min from Lackland AFB,,,28.0,31.0,27.0,29.0,27.0,21.0,26.0,30.0,17.0,14.0,48,False,,,,,2.0,2.5
16869087,Cute Medical Center Condo 15 min from Lackland AFB,28.0,28.0,23.0,28.0,28.0,26.0,22.0,22.0,26.0,20.0,20.0,0.0,48,False,,,,,2.0,2.5
16915735,Pearl/dtown trendy hot spot,,,,10.0,3.0,6.0,31.0,30.0,31.0,29.0,0.0,31.0,74,False,29.44163,-98.47304,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washer', 'Dryer', 'Central air conditioning', 'Bathtub', 'Patio or balcony']",2.0,2.5
16915735,Pearl/dtown trendy hot spot,29.0,31.0,30.0,31.0,30.0,5.0,0.0,0.0,0.0,0.0,30.0,31.0,46,False,29.44163,-98.47304,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washer', 'Dryer', 'Central air conditioning', 'Bathtub', 'Patio or balcony']",2.0,2.5
16972360,*OPEN*POOL/PARK Access*#1  BMT/SEAWORLD/SIXFLAGS,,24.0,26.0,15.0,29.0,28.0,22.0,26.0,22.0,14.0,20.0,24.0,10,False,29.39611,-98.68474,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool - available seasonally, open specific hours', '55 inch HDTV with HBO Max, standard cable, DVD player', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,2.0
16972360,*OPEN*POOL/PARK Access*#1  BMT/SEAWORLD/SIXFLAGS,24.0,30.0,26.0,30.0,27.0,27.0,21.0,21.0,16.0,11.0,22.0,0.0,58,False,29.39611,-98.68474,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool - available seasonally, open specific hours', '55 inch HDTV with HBO Max, standard cable, DVD player', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,2.0
17014555,Alamo Heights Craftsman Haus 5 miles from downtown,,,,31.0,30.0,31.0,31.0,30.0,31.0,30.0,31.0,31.0,60,False,29.47547,-98.46355,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Patio or balcony', 'Carbon monoxide alarm']",4.0,1.0
17014555,Alamo Heights Craftsman Haus 5 miles from downtown,25.0,20.0,30.0,31.0,29.0,31.0,31.0,30.0,31.0,30.0,31.0,31.0,31,False,29.47547,-98.46355,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Patio or balcony', 'Carbon monoxide alarm']",4.0,1.0
17209348,Heart of San Antonio/Sea World/Six Flags/Lackland,,,18.0,7.0,27.0,23.0,14.0,17.0,13.0,8.0,4.0,1.0,42,False,29.47115,-98.66675,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Carbon monoxide alarm']",4.0,2.5
17209348,Heart of San Antonio/Sea World/Six Flags/Lackland,5.0,17.0,19.0,16.0,19.0,21.0,17.0,10.0,12.0,7.0,14.0,0.0,72,False,29.47115,-98.66675,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Carbon monoxide alarm']",4.0,2.5
17250605,Casa Azul. Ideal for groups of 8+. 5bdr 4bath,,,,,,,,,,,,6.0,83,False,29.45078,-98.47148,False,"['Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In building', 'Free dryer – In building', 'Central air conditioning', 'Bathtub']",5.0,4.5
17250605,Casa Azul. Ideal for groups of 8+. 5bdr 4bath,21.0,14.0,9.0,11.0,4.0,17.0,10.0,7.0,18.0,17.0,21.0,10.0,83,False,29.45078,-98.47148,False,"['Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In building', 'Free dryer – In building', 'Central air conditioning', 'Bathtub']",5.0,4.5
17387531,Great location.blocks fr Alamodome. Riverwalk 2mil,,,26.0,26.0,27.0,29.0,25.0,22.0,26.0,23.0,19.0,14.0,76,False,29.409,-98.47087,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 4 spaces', 'Pets allowed', '42 inch HDTV with Netflix', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Exterior security cameras on property']",2.0,1.0
17387531,Great location.blocks fr Alamodome. Riverwalk 2mil,24.0,28.0,26.0,23.0,28.0,30.0,19.0,21.0,23.0,24.0,17.0,2.0,29,False,29.409,-98.47087,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 4 spaces', 'Pets allowed', '42 inch HDTV with Netflix', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Exterior security cameras on property']",2.0,1.0
17563861,THE MADISON SAN ANTONIO RIVERWALK STUDIO DELUXE,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,False,29.4143,-98.4916,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Backyard', 'Hair dryer', 'Refrigerator']",1.0,1.0
17563861,THE MADISON SAN ANTONIO RIVERWALK STUDIO DELUXE,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,False,29.4143,-98.4916,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Backyard', 'Hair dryer', 'Refrigerator']",1.0,1.0
17651315,La Fiesta Loft A Hideaway from the World,,,8.0,9.0,22.0,29.0,20.0,13.0,22.0,17.0,0.0,28.0,50,False,29.3816,-98.52714,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private hot tub', 'Pets allowed', '60 inch HDTV with Roku', 'Free washer – In unit', 'Paid dryer – In unit', 'Carbon monoxide alarm']",1.0,1.0
17651315,La Fiesta Loft A Hideaway from the World,25.0,15.0,18.0,12.0,11.0,3.0,19.0,23.0,6.0,5.0,11.0,5.0,49,False,29.3816,-98.52714,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private hot tub', 'Pets allowed', '60 inch HDTV with Roku', 'Free washer – In unit', 'Paid dryer – In unit', 'Carbon monoxide alarm']",1.0,1.0
17708400,"Chill by the Alamodome , downtown, & Riverwalk!",,,26.0,28.0,29.0,31.0,27.0,23.0,28.0,27.0,24.0,14.0,63,False,29.40587,-98.47321,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 2 spaces', 'Pets allowed', '42 inch HDTV with Netflix', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Exterior security cameras on property']",2.0,1.0
17708400,"Chill by the Alamodome , downtown, & Riverwalk!",19.0,30.0,21.0,31.0,26.0,28.0,21.0,17.0,14.0,21.0,23.0,2.0,80,False,29.40587,-98.47321,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 2 spaces', 'Pets allowed', '42 inch HDTV with Netflix', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Exterior security cameras on property']",2.0,1.0
17764083,Cozy Downtown Garden Home,,31.0,26.0,0.0,23.0,16.0,0.0,2.0,7.0,0.0,26.0,,63,False,29.41676,-98.47608,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with Disney+, Hulu, Netflix, standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,2.5
17764083,Cozy Downtown Garden Home,,,19.0,15.0,0.0,0.0,0.0,2.0,31.0,15.0,19.0,3.0,72,False,29.41676,-98.47608,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with Disney+, Hulu, Netflix, standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,2.5
